bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]  int  pos  =  token.lastIndexOf( "= ");  [BUGGY]  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	add	int  pos  =  token.lastIndexOf( "= ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	5	1
153	[BUG]  [BUGGY]  if(t  ==  null  &&!options.getMatchingOptions(t).isEmpty())  {  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]  if(t  ==  null  &&!options.getMatchingOptions(t).isEmpty())  {  [BUGGY]  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	replace	if(t  ==  null  &&!options.getMatchingOptions(t).isEmpty())  {	if  (!options.getMatchingOptions(t).isEmpty())  {  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	15	1	replace
154	[BUG]  [BUGGY]  if(!options.getMatchingOptions(t).isNone())  {  [CE]  cannot  find  symbol  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  [BUGGY]  if(!options.getMatchingOptions(t).isNone())  {  [BUGGY]  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	329	330	1	replace	if(!options.getMatchingOptions(t).isNone())  {	if  (!options.getMatchingOptions(t).isEmpty())  {  	non-compiled	[CE]  cannot  find  symbol	15	None	replace
184	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "--> ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	int  pos  =  token.indexOf( "--> ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1
185	[BUG]  [BUGGY]  int  pos  =  token.indexOf( "--> ");  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "--> ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	int  pos  =  token.indexOf( "--> ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1	replace
211	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]    cmd.addOption(currentOption);  [BUGGY]  currentOption  =  null;  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	add	    cmd.addOption(currentOption);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	4	1
212	[BUG]  [BUGGY]    cmd.addOption(currentOption);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]    cmd.addOption(currentOption);  [BUGGY]  currentOption  =  null;  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	    cmd.addOption(currentOption);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	4	1	add
212	[BUG]  [BUGGY]    cmd.addOption(option);  [CE]  cannot  find  symbol  option  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]    cmd.addOption(option);  [BUGGY]  currentOption  =  null;  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	    cmd.addOption(option);		non-compiled	[CE]  cannot  find  symbol  option	4	None	add
213	[BUG]  [BUGGY]    cmd.addOption(currentOption,  token);  [CE]  method  addOption  in  class  CommandLine  cannot  be  applied  to  given  types;  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]    cmd.addOption(currentOption,  token);  [BUGGY]  currentOption  =  null;  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	    cmd.addOption(currentOption,  token);		non-compiled	[CE]  method  addOption  in  class  CommandLine  cannot  be  applied  to  given  types;	4	None	add
215	[BUG]  [BUGGY]    cmd.addOption(currentOption.getArg());  [CE]  cannot  find  symbol  [CONTEXT]  {  handleShortAndLongOption(token);  }  else  {  handleUnknownToken(token);  }  if  (currentOption  !=  null  &&  !currentOption.acceptsArg())  {  [BUGGY]    cmd.addOption(currentOption.getArg());  [BUGGY]  currentOption  =  null;  }  }  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	252	252	1	replace	    cmd.addOption(currentOption.getArg());		non-compiled	[CE]  cannot  find  symbol	4	None	add
242	[BUG]  [BUGGY]  return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "-  [CE]  unclosed  string  literal  [CONTEXT]  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [BUGGY]  return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "-  [BUGGY]  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	340	340	1	replace	return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "-	return  false;  	non-compiled	[CE]  unclosed  string  literal	19	None	replace
243	[BUG]  [BUGGY]  return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "- "))  [CE]  [CONTEXT]  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [BUGGY]  return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "- "))  [BUGGY]  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	340	340	1	replace	return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "- "))	return  false;  	non-compiled	[CE]  	19	None	replace
244	[BUG]  [BUGGY]  return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "- ")  [CE]  [CONTEXT]  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  }  [BUGGY]  return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "- ")  [BUGGY]  }  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	340	340	1	replace	return(token.length()  ==  0)?  false  :  StringUtils.convert(token,  StringUtils.stripLeadingAndTrailingQuotes(token))  &&(getLongPrefix(token)!=  null  &&!token.startsWith( "- ")	return  false;  	non-compiled	[CE]  	19	None	replace
274	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]    boolean  skipParsing  =  token.isEmpty();  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	add	    boolean  skipParsing  =  token.isEmpty();		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	6	1
275	[BUG]  [BUGGY]    boolean  skipParsing  =  token.isEmpty();  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]    boolean  skipParsing  =  token.isEmpty();  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	replace	    boolean  skipParsing  =  token.isEmpty();		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	6	1	add
275	[BUG]  [BUGGY]    boolean  skipParsing  =  token.isSwitchCase();  [CE]  cannot  find  symbol  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]    boolean  skipParsing  =  token.isSwitchCase();  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	replace	    boolean  skipParsing  =  token.isSwitchCase();		non-compiled	[CE]  cannot  find  symbol	6	None	add
301	[BUG]  [BUGGY]  currentOption.addValueForProcessing(cmd,  Util.stripLeadingAndTrailingQuotes(token));  [CE]  method  addValueForProcessing  in  class  Option  cannot  be  applied  to  given  types;  [CONTEXT]  if  (skipParsing)  {  cmd.addArg(token);  }  else  if  ( "-- ".equals(token))  {  skipParsing  =  true;  }  else  if  (currentOption  !=  null  &&  currentOption.acceptsArg()  &&  isArgument(token))  {  [BUGGY]  currentOption.addValueForProcessing(cmd,  Util.stripLeadingAndTrailingQuotes(token));  [BUGGY]  }  else  if  (token.startsWith( "-- "))  {  handleLongOption(token);  }  else  if  (token.startsWith( "- ")  &&  ! "- ".equals(token))  {  handleShortAndLongOption(token);  }  else  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	235	235	1	replace	currentOption.addValueForProcessing(cmd,  Util.stripLeadingAndTrailingQuotes(token));	currentOption.addValueForProcessing(Util.stripLeadingAndTrailingQuotes(token));  	non-compiled	[CE]  method  addValueForProcessing  in  class  Option  cannot  be  applied  to  given  types;	1	None	replace
303	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  if  (skipParsing)  {  cmd.addArg(token);  }  else  if  ( "-- ".equals(token))  {  skipParsing  =  true;  }  else  if  (currentOption  !=  null  &&  currentOption.acceptsArg()  &&  isArgument(token))  {  [BUGGY]  currentOption.addValueForProcessing(token);  [BUGGY]  }  else  if  (token.startsWith( "-- "))  {  handleLongOption(token);  }  else  if  (token.startsWith( "- ")  &&  ! "- ".equals(token))  {  handleShortAndLongOption(token);  }  else  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	235	235	1	add	currentOption.addValueForProcessing(token);	currentOption.addValueForProcessing(Util.stripLeadingAndTrailingQuotes(token));  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	1	1
304	[BUG]  [BUGGY]  currentOption.addValueForProcessing(token);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  if  (skipParsing)  {  cmd.addArg(token);  }  else  if  ( "-- ".equals(token))  {  skipParsing  =  true;  }  else  if  (currentOption  !=  null  &&  currentOption.acceptsArg()  &&  isArgument(token))  {  [BUGGY]  currentOption.addValueForProcessing(token);  [BUGGY]  }  else  if  (token.startsWith( "-- "))  {  handleLongOption(token);  }  else  if  (token.startsWith( "- ")  &&  ! "- ".equals(token))  {  handleShortAndLongOption(token);  }  else  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	235	235	1	replace	currentOption.addValueForProcessing(token);	currentOption.addValueForProcessing(Util.stripLeadingAndTrailingQuotes(token));  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	1	1	replace
304	[BUG]  [BUGGY]  currentOption.addValueForProcessing(cmd.getArgument());  [CE]  cannot  find  symbol  [CONTEXT]  if  (skipParsing)  {  cmd.addArg(token);  }  else  if  ( "-- ".equals(token))  {  skipParsing  =  true;  }  else  if  (currentOption  !=  null  &&  currentOption.acceptsArg()  &&  isArgument(token))  {  [BUGGY]  currentOption.addValueForProcessing(cmd.getArgument());  [BUGGY]  }  else  if  (token.startsWith( "-- "))  {  handleLongOption(token);  }  else  if  (token.startsWith( "- ")  &&  ! "- ".equals(token))  {  handleShortAndLongOption(token);  }  else  [CLASS]  DefaultParser  [METHOD]  handleToken  [RETURN_TYPE]  void  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  option  token  value  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	235	235	1	replace	currentOption.addValueForProcessing(cmd.getArgument());	currentOption.addValueForProcessing(Util.stripLeadingAndTrailingQuotes(token));  	non-compiled	[CE]  cannot  find  symbol	1	None	replace
362	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(0,  token.length()  -  2);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	    token  =  token.substring(0,  token.length()  -  2);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	12	1
363	[BUG]  [BUGGY]    token  =  token.substring(0,  token.length()  -  2);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(0,  token.length()  -  2);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    token  =  token.substring(0,  token.length()  -  2);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	12	1	add
363	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    boolean  skipParsing  =  token.isEmpty();  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	    boolean  skipParsing  =  token.isEmpty();		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	12	1
364	[BUG]  [BUGGY]    boolean  skipParsing  =  token.isEmpty();  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    boolean  skipParsing  =  token.isEmpty();  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    boolean  skipParsing  =  token.isEmpty();		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	12	1	add
364	[BUG]  [BUGGY]    boolean  skipParsing  =  options.isSwitchMatchesCase(token);  [CE]  cannot  find  symbol  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    boolean  skipParsing  =  options.isSwitchMatchesCase(token);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    boolean  skipParsing  =  options.isSwitchMatchesCase(token);		non-compiled	[CE]  cannot  find  symbol	12	None	add
365	[BUG]  [BUGGY]    boolean  skipParsing  =  token.isSwitchCase();  [CE]  cannot  find  symbol  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    boolean  skipParsing  =  token.isSwitchCase();  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    boolean  skipParsing  =  token.isSwitchCase();		non-compiled	[CE]  cannot  find  symbol	12	None	add
