bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  NullPointerException  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	add	return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  NullPointerException  testGetParsedOptionValue	15	2
84	[BUG]  [BUGGY]  return(opt!=  null)?  opt  :(String)this.opt;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getOpt()  {  [BUGGY]  return(opt!=  null)?  opt  :(String)this.opt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5345224838248488	178	178	2	replace	return(opt!=  null)?  opt  :(String)this.opt;	return  opt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	17	2	replace
101	[BUG]  [BUGGY]    OptionBuilder.instance  =  newType.getOptions();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder.instance  =  newType.getOptions();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder.instance  =  newType.getOptions();		non-compiled	[CE]  cannot  find  symbol	4	None	add
103	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOptions().newInstance();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder  instance  =  newType.getOptions().newInstance();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder  instance  =  newType.getOptions().newInstance();		non-compiled	[CE]  cannot  find  symbol	4	None	add
104	[BUG]  [BUGGY]    OptionBuilder.instance  =  newType.getOptions().newInstance();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder.instance  =  newType.getOptions().newInstance();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder.instance  =  newType.getOptions().newInstance();		non-compiled	[CE]  cannot  find  symbol	4	None	add
105	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOptions();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder  instance  =  newType.getOptions();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder  instance  =  newType.getOptions();		non-compiled	[CE]  cannot  find  symbol	4	None	add
141	[BUG]  [BUGGY]    Class  <?>  type  =  getType();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getType();  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getType();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
143	[BUG]  [BUGGY]    Class  <?>  type  =  getType(argName);  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getType(argName);  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getType(argName);		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
144	[BUG]  [BUGGY]    Class  <?>  type  =  getValueType();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getValueType();  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getValueType();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
145	[BUG]  [BUGGY]    Class  <?>  type  =  getRawType();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getRawType();  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getRawType();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
164	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]  return(longOpt  ==  null)?  longOpt  :(longOpt  ==  null)? "null "  :  longOpt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	add	return(longOpt  ==  null)?  longOpt  :(longOpt  ==  null)? "null "  :  longOpt;	return  longOpt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	11	2
165	[BUG]  [BUGGY]  return(longOpt  ==  null)?  longOpt  :(longOpt  ==  null)? "null "  :  longOpt;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]  return(longOpt  ==  null)?  longOpt  :(longOpt  ==  null)? "null "  :  longOpt;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	return(longOpt  ==  null)?  longOpt  :(longOpt  ==  null)? "null "  :  longOpt;	return  longOpt;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	11	2	replace
181	[BUG]  [BUGGY]    longOpt  =(String)this.opt.getLongOpt();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =(String)this.opt.getLongOpt();  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =(String)this.opt.getLongOpt();		non-compiled	[CE]  cannot  find  symbol	12	None	add
182	[BUG]  [BUGGY]    longOpt  =  getLongOpt(opt);  [CE]  method  getLongOpt  in  class  Option  cannot  be  applied  to  given  types;  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =  getLongOpt(opt);  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =  getLongOpt(opt);		non-compiled	[CE]  method  getLongOpt  in  class  Option  cannot  be  applied  to  given  types;	12	None	add
183	[BUG]  [BUGGY]    longOpt  =(String)this.values.getRawClass().getLongOpt();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =(String)this.values.getRawClass().getLongOpt();  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =(String)this.values.getRawClass().getLongOpt();		non-compiled	[CE]  cannot  find  symbol	12	None	add
184	[BUG]  [BUGGY]    longOpt  =  getLongOptDescription();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =  getLongOptDescription();  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =  getLongOptDescription();		non-compiled	[CE]  cannot  find  symbol	12	None	add
185	[BUG]  [BUGGY]    longOpt  =(String)this.values.get(opt.getLongOpt());  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =(String)this.values.get(opt.getLongOpt());  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =(String)this.values.get(opt.getLongOpt());		non-compiled	[CE]  cannot  find  symbol	12	None	add
201	[BUG]  [BUGGY]  return  this.numberOfArgs;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  this.numberOfArgs;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  this.numberOfArgs;	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	9	None	replace
202	[BUG]  [BUGGY]  return(numberOfArgs  ==  0)?  Integer.MAX_VALUE  :  Integer.MAX_VALUE;  [CE]  incompatible  types  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return(numberOfArgs  ==  0)?  Integer.MAX_VALUE  :  Integer.MAX_VALUE;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return(numberOfArgs  ==  0)?  Integer.MAX_VALUE  :  Integer.MAX_VALUE;	return  instance;  	non-compiled	[CE]  incompatible  types	9	None	replace
203	[BUG]  [BUGGY]  return(numberOfArgs  ==  0)?  Integer.MAX_VALUE  :  Integer.MIN_VALUE;  [CE]  incompatible  types  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return(numberOfArgs  ==  0)?  Integer.MAX_VALUE  :  Integer.MIN_VALUE;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return(numberOfArgs  ==  0)?  Integer.MAX_VALUE  :  Integer.MIN_VALUE;	return  instance;  	non-compiled	[CE]  incompatible  types	9	None	replace
204	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return(numberOfArgs  ==  0)?  null  :  instance;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	add	return(numberOfArgs  ==  0)?  null  :  instance;	return  instance;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	9	2
205	[BUG]  [BUGGY]  return(numberOfArgs  ==  0)?  null  :  instance;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return(numberOfArgs  ==  0)?  null  :  instance;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return(numberOfArgs  ==  0)?  null  :  instance;	return  instance;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	9	2	replace
224	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return(this.type  ==  null)?  null  :  type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	add	return(this.type  ==  null)?  null  :  type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2
225	[BUG]  [BUGGY]  return(this.type  ==  null)?  null  :  type;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return(this.type  ==  null)?  null  :  type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	return(this.type  ==  null)?  null  :  type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2	replace
243	[BUG]  [BUGGY]  OptionBuilder.numberOfArgs  =  1L;  [CE]  possible  loss  of  precision  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]  OptionBuilder.numberOfArgs  =  1L;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	OptionBuilder.numberOfArgs  =  1L;	OptionBuilder.numberOfArgs  =  1;  	non-compiled	[CE]  possible  loss  of  precision	7	None	replace
244	[BUG]  [BUGGY]  [FE]  MissingArgumentException  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]  OptionBuilder.numberOfArgs  =  4;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	add	OptionBuilder.numberOfArgs  =  4;	OptionBuilder.numberOfArgs  =  1;  	compilable	  [FE]  MissingArgumentException  testGetParsedOptionValue	7	2
245	[BUG]  [BUGGY]  OptionBuilder.numberOfArgs  =  4;  [FE]  MissingArgumentException  testGetParsedOptionValue  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  [BUGGY]  OptionBuilder.numberOfArgs  =  4;  [BUGGY]    return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	111	111	2	replace	OptionBuilder.numberOfArgs  =  4;	OptionBuilder.numberOfArgs  =  1;  	compilable	  [FE]  MissingArgumentException  testGetParsedOptionValue	7	2	replace
262	[BUG]  [BUGGY]    int  numberOfArgs  =  getArguments();  [CE]  cannot  find  symbol  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  getArguments();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  getArguments();		non-compiled	[CE]  cannot  find  symbol	16	None	add
263	[BUG]  [BUGGY]    int  numberOfArgs  =  getNumberOfArgs();  [CE]  cannot  find  symbol  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  getNumberOfArgs();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  getNumberOfArgs();		non-compiled	[CE]  cannot  find  symbol	16	None	add
264	[BUG]  [BUGGY]    int  numberOfArgs  =  getArgCount();  [CE]  cannot  find  symbol  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]    int  numberOfArgs  =  getArgCount();  [BUGGY]  return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	replace	    int  numberOfArgs  =  getArgCount();		non-compiled	[CE]  cannot  find  symbol	16	None	add
281	[BUG]  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
282	[BUG]  [BUGGY]    if(required!=  null)  {  required  =  true;  if(required!=  null)  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  required  =  true;  if(required!=  null)  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  required  =  true;  if(required!=  null)  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
283	[BUG]  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  required  =  true;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  required  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  if(!required.isRequired())  {  required  =  true;  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
284	[BUG]  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  UnsupportedOperationException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  UnsupportedOperationException( " ");  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  UnsupportedOperationException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
285	[BUG]  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  UnsupportedOptException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  UnsupportedOptException( " ");  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  if(!required.isRequired())  {  throw  new  UnsupportedOptException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
