bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]  return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	add	return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();	return  0.0;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	1	1
31	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDomainLowerBound(0.0);  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDomainLowerBound(0.0);  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDomainLowerBound(0.0);  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
32	[BUG]  [BUGGY]    if(p  <  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
33	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom();  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
34	[BUG]  [BUGGY]    if(p  <  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom()  *  p;  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom()  *  p;  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <  0.0)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom()  *  p;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
35	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom()  *  p;  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom()  *  p;  }  [BUGGY]  return  0.0;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  getDenominatorDegreesOfFreedom()  *  p;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
61	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  ret,  denominatorDegreesOfFreedom);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  ret,  denominatorDegreesOfFreedom);  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  p,  ret,  denominatorDegreesOfFreedom);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
62	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  ret,  0,  denominatorDegreesOfFreedom);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  ret,  0,  denominatorDegreesOfFreedom);  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  0,  ret,  0,  denominatorDegreesOfFreedom);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
63	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  ret,  1,  denominatorDegreesOfFreedom);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  0,  ret,  1,  denominatorDegreesOfFreedom);  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  0,  ret,  1,  denominatorDegreesOfFreedom);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
64	[BUG]  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  ret,  0,  p);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]    System.arraycopy(numeratorDegreesOfFreedom,  p,  ret,  0,  p);  [BUGGY]  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	    System.arraycopy(numeratorDegreesOfFreedom,  p,  ret,  0,  p);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	10	None	add
91	[BUG]  [BUGGY]    final  int  p  =  Math.sqrt((  int)p);  [CE]  variable  p  is  already  defined  in  method  inverseCumulativeProbability(double)  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    final  int  p  =  Math.sqrt((  int)p);  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    final  int  p  =  Math.sqrt((  int)p);		non-compiled	[CE]  variable  p  is  already  defined  in  method  inverseCumulativeProbability(double)	20	None	add
92	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  ==.5)  {  return  p;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  ==.5)  {  return  p;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  ==.5)  {  return  p;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
93	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  ==  0.0)  {  return  0;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  ==  0.0)  {  return  0;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  ==  0.0)  {  return  0;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
94	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  ==  -1)  {  return  p;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  ==  -1)  {  return  p;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  ==  -1)  {  return  p;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
95	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p  ==  0.0)  {  return  1.0;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]    if(p  ==  0)  {  if(p  ==  0.0)  {  return  1.0;  }  [BUGGY]  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	    if(p  ==  0)  {  if(p  ==  0.0)  {  return  1.0;  }		non-compiled	[CE]  illegal  start  of  expression	20	None	add
121	[BUG]  [BUGGY]    double  x  =  getSmallDegreesOfFreedom();  [CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    double  x  =  getSmallDegreesOfFreedom();  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	replace	    double  x  =  getSmallDegreesOfFreedom();		non-compiled	[CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)	16	None	add
123	[BUG]  [BUGGY]    double  x  =  getScaleDegreesOfFreedom();  [CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    double  x  =  getScaleDegreesOfFreedom();  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	replace	    double  x  =  getScaleDegreesOfFreedom();		non-compiled	[CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)	16	None	add
124	[BUG]  [BUGGY]    double  x  =  getLowerBound();  [CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    double  x  =  getLowerBound();  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	replace	    double  x  =  getLowerBound();		non-compiled	[CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)	16	None	add
125	[BUG]  [BUGGY]    double  x  =  getVariableDegreesOfFreedom();  [CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  [BUGGY]    double  x  =  getVariableDegreesOfFreedom();  [BUGGY]  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	76	76	1	replace	    double  x  =  getVariableDegreesOfFreedom();		non-compiled	[CE]  variable  x  is  already  defined  in  method  cumulativeProbability(double)	16	None	add
151	[BUG]  [BUGGY]    n  =  getSmallDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getSmallDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getSmallDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol	18	None	add
152	[BUG]  [BUGGY]    n  =  getStandardDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getStandardDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getStandardDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol	18	None	add
154	[BUG]  [BUGGY]    n  =  getStandardDegree();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getStandardDegree();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getStandardDegree();		non-compiled	[CE]  cannot  find  symbol	18	None	add
155	[BUG]  [BUGGY]    n  =  getLowerBound();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]    n  =  getLowerBound();  [BUGGY]  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),    0.5  *  n,        0.5  *  m);  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	    n  =  getLowerBound();		non-compiled	[CE]  cannot  find  symbol	18	None	add
181	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Integer.MAX_VALUE;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Integer.MAX_VALUE;  }  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Integer.MAX_VALUE;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
182	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Integer.MIN_VALUE;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Integer.MIN_VALUE;  }  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Integer.MIN_VALUE;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
183	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p.equals(Math.exp(1.0)))  {  return  p;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    if(p  ==  0)  {  if(p.equals(Math.exp(1.0)))  {  return  p;  }  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    if(p  ==  0)  {  if(p.equals(Math.exp(1.0)))  {  return  p;  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
184	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Math.sqrt(Math.abs(0.0,  p.getStandardDeviation()));  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Math.sqrt(Math.abs(0.0,  p.getStandardDeviation()));  }  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Math.sqrt(Math.abs(0.0,  p.getStandardDeviation()));  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
