projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=true;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}else{buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}else{buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){if(finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){started=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finish=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){Finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){Finished=true;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){Finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrapped=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){Finished=true;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterClosed<LONGFILE_ERROR||finished){finished=false;}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterClosed<LONGFILE_GNU){finished=false;}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finish=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=false;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finish=false;}else{finishEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{finishEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{finishEOFRecord();buffer.flushBlock();start();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{finishEOFRecord();buffer.flushBlock();end();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){closed=false;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBuffer();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBuffer();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131DesertionFailedErrort=newDesertionFailedError("TarArchivehasalreadybeenfinished.");
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131DesertionFailedErrort=newDesertionFailedError("TarArchiveOutputStreamhasalreadybeenfinished.");
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();OutputStreamout.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!clocked){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();wrap=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;System.arraycopy(assemBuf,0,buffer,assemLen,currSize);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;System.arraycopy(assemBuf,0,buffer,assemBuf,0,currSize);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;System.arraycopy(assemBuf,0,buffer,currSize,currSize);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;notifyListeners(newRunnable(){publicvoidrun(){buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;System.err.println("TarArchiveOutputStream:finished"+currName);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131Finished=false;}else{writeEOFRecord();buffer.flushBlock();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();startBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){finished=false;}elseif(hasUnclosedEntry){writeEOFRecord();buffer.flushBlock();startBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131wired=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(readEOFRecord(),buffer.getBlockSize()){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();sealed=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(haveUnclosedEntry){writeEEFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131os.writeEndByte();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||currName.length()>=0){for(inti=0;i<currName.length();i++){buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null||currName.length()==0){for(inti=0;i<currName.length();i++){buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null||currName!=null){for(inti=0;i<currName.length();i++){buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null||currName.length()!=0){for(inti=0;i<currName.length();i++){buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){closed=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf,0,buffer.length)){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(closed){completed=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterClosed<LONGFILE_ERROR||finished){finished=false;}else{buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterClosed<LONGFILE_ERROR||closed){finished=false;}else{buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131AfterClosed){finished=false;}else{buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){started=false;}else{buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!finished&&buffer.isEnabled(Feature.QUOTE_FIELD_NAMES)){finished=false;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){if(!closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBuffer();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.writeBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();buffer.flushBlock();finishBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||currName.length()==0){for(inti=0;i<currName.length();i++){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null||currName!=null){for(inti=0;i<currName.length();i++){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||currName.length()>=0){for(inti=0;i<currName.length();i++){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finish();}else{writeEOFRecord();writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName==null){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){finished=true;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBlock();startBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}elseif(closed){writeEOFRecord();buffer.flushBuffer();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}elseif(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();start=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();start=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();start=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{buffer.bufferBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}else{buffer.releaseBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){writeEOFRecord();}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){currName=buffer.toString();for(inti=0;i<currName.length();i++){buffer.write(currName[i]);}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131buffer.write(currName[i]);
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){for(inti=0;i<currSize.length();i++){buffer.write(currName[i]);}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){for(inti=0;i<len.length();i++){buffer.write(currName[i]);}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null){for(inti=0;i<currName.length();i++){buffer.write(currName[i]+",");}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131OutputStreamos=getOutputStream();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=false;}else{buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){if(!finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){closed=false;}else{writeEOFRecord();buffer.flushBlock();finish();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry||finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){started=false;}else{writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){completed=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();completed=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=false;}else{buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=true;}else{buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){wrapped=false;}else{buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){if(finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(hasUnclosedEntry){if(!finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){started=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){if(finished){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrap=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();wrap=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{buffer.bufferBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{buffer.writeBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=false;}else{writeEOFRecord();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131EndBlock<T>endBlock=newEndBlock<T>();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){buffer.close();writeEOFRecord();}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){buffer.close();writeEOFRecord();}else{buffer.flushBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131buffer.close();writeEOFRecord();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){closed=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finish|=EOFRecord.EXPR_RESULT;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finish|=EOFRecord.EXTERN_FILE_ERROR;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finish|=EOFRecord.DEFAULT;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finish|=EOFRecord.EXTENDS_PER_ERROR;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finish=null;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finish|=EOFRecord.EXTERN_ERROR;
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){!finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry||!finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){if(finished){writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(finished){finished=true;}else{writeEOFRecord();buffer.flushBlock();finished=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}else{writeEOFRecord();buffer.flushBlock();startBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}else{writeEOFRecord();buffer.flushBuffer();endBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){finished=true;}else{writeEOFRecord();buffer.flushBlock();finishBlock();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){elseif(closed){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131elseif(hasUnclosedEntry){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(haveUnclosedEntry){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!finished){writeEOFRecord();buffer.flushBlock();finished=false;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf,finished){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf,finished,currSize){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf){finished=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!finished){closed=false;}else{writeEOFRecord();buffer.flushBlock();wrapped=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();started=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf){finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131after(recordBuf,0,out.length){finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131while(!closed){finished=true;}else{writeEOFRecord();buffer.flushBlock();out.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){buffer.close();writeEOFRecord();}else{buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(currName!=null||hasUnclosedEntry){buffer.close();writeEOFRecord();}else{buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(!closed){buffer.close();writeEOFRecord();}else{buffer.close();}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131if(closed){finished=false;}elseif(closed){writeEOFRecord();buffer.flushBlock();completed=true;}
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=buffer.getEndBytes();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=buffer.release();
projects/Compress9/src/main/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStream.java131finished=buffer.next();
