bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]  if(selected  ==  null  ||  option.equals(option.getOpt()))  {  [BUGGY]  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	add	if(selected  ==  null  ||  option.equals(option.getOpt()))  {	if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	1	3
284	[BUG]  [BUGGY]  return  optionMap.values()  /(optionMap.size()  ==  0)?  optionMap.keySet()  :  null;  [CE]  bad  operand  types  for  binary  operator  '/'  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]  return  optionMap.values()  /(optionMap.size()  ==  0)?  optionMap.keySet()  :  null;  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	return  optionMap.values()  /(optionMap.size()  ==  0)?  optionMap.keySet()  :  null;	return  optionMap.values();  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '/'	17	None	replace
302	[BUG]  [BUGGY]  return(option  ==  null)?  this  :  optionMap.get(option.getValue());  [CE]  incompatible  types  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]  return(option  ==  null)?  this  :  optionMap.get(option.getValue());  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	return(option  ==  null)?  this  :  optionMap.get(option.getValue());	return  this;  	non-compiled	[CE]  incompatible  types	15	None	replace
303	[BUG]  [BUGGY]  return(option  ==  null)?  null  :  optionMap.get(option.getValue());  [CE]  incompatible  types  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]  return(option  ==  null)?  null  :  optionMap.get(option.getValue());  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	return(option  ==  null)?  null  :  optionMap.get(option.getValue());	return  this;  	non-compiled	[CE]  incompatible  types	15	None	replace
304	[BUG]  [BUGGY]  return(option  ==  null)?  this  :  optionMap.keySet().addOption(option);  [CE]  cannot  find  symbol  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]  return(option  ==  null)?  this  :  optionMap.keySet().addOption(option);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	return(option  ==  null)?  this  :  optionMap.keySet().addOption(option);	return  this;  	non-compiled	[CE]  cannot  find  symbol	15	None	replace
342	[BUG]  [BUGGY]    Option  option  =(Option)optionMap.get(option.getKey());  [CE]  variable  option  is  already  defined  in  method  setSelected(Option)  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    Option  option  =(Option)optionMap.get(option.getKey());  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    Option  option  =(Option)optionMap.get(option.getKey());		non-compiled	[CE]  variable  option  is  already  defined  in  method  setSelected(Option)	2	None	add
343	[BUG]  [BUGGY]    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  return;  }  [CE]  illegal  start  of  expression  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  return;  }  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  return;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
344	[BUG]  [BUGGY]    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
345	[BUG]  [BUGGY]    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  throw  new  MissingException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  throw  new  MissingException( " ");  }  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    if(!hasArg())  {  if(selected.equals(option.getArg()))  {  throw  new  MissingException( " ");  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
364	[BUG]  [BUGGY]  if(selected!=  null  &&  select.equals(option.getOpt()))  {  [CE]  cannot  find  symbol  select  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]  if(selected!=  null  &&  select.equals(option.getOpt()))  {  [BUGGY]  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	if(selected!=  null  &&  select.equals(option.getOpt()))  {	if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  	non-compiled	[CE]  cannot  find  symbol  select	1	None	replace
384	[BUG]  [BUGGY]  optionMap.put(option.getRequired(),  option);  [CE]  cannot  find  symbol  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]  optionMap.put(option.getRequired(),  option);  [BUGGY]    return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	optionMap.put(option.getRequired(),  option);	optionMap.put(option.getKey(),  option);  	non-compiled	[CE]  cannot  find  symbol	13	None	replace
2	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    optionMap.remove(option.getValue());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	add	    optionMap.remove(option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3
3	[BUG]  [BUGGY]    optionMap.remove(option.getValue());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    optionMap.remove(option.getValue());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	    optionMap.remove(option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	14	3	add
5	[BUG]  [BUGGY]    OptionGroup  optionMap  =(OptionGroup)optionMap.get(option.getValue());  [CE]  cannot  find  symbol  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    [BUGGY]    OptionGroup  optionMap  =(OptionGroup)optionMap.get(option.getValue());  [BUGGY]  optionMap.put(option.getKey(),  option);  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	55	55	3	replace	    OptionGroup  optionMap  =(OptionGroup)optionMap.get(option.getValue());		non-compiled	[CE]  cannot  find  symbol	14	None	add
122	[BUG]  [BUGGY]    optionMap.put(option.getValue(),  new  OptionGroup(this,  option));  [CE]  constructor  OptionGroup  in  class  OptionGroup  cannot  be  applied  to  given  types;  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]    optionMap.put(option.getValue(),  new  OptionGroup(this,  option));  [BUGGY]  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	    optionMap.put(option.getValue(),  new  OptionGroup(this,  option));		non-compiled	[CE]  constructor  OptionGroup  in  class  OptionGroup  cannot  be  applied  to  given  types;	16	None	add
123	[BUG]  [BUGGY]    optionMap.put(option.getValue(),  Option.None.forOption(option));  [CE]  cannot  find  symbol  None  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]    optionMap.put(option.getValue(),  Option.None.forOption(option));  [BUGGY]  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	    optionMap.put(option.getValue(),  Option.None.forOption(option));		non-compiled	[CE]  cannot  find  symbol  None	16	None	add
124	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]    optionMap.remove(option.getValue());  [BUGGY]  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	add	    optionMap.remove(option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	16	3
125	[BUG]  [BUGGY]    optionMap.remove(option.getValue());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  public  OptionGroup  addOption(Option  option)  {    optionMap.put(option.getKey(),  option);  [BUGGY]    optionMap.remove(option.getValue());  [BUGGY]  return  this;  }  [CLASS]  OptionGroup  [METHOD]  addOption  [RETURN_TYPE]  OptionGroup  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	57	57	3	replace	    optionMap.remove(option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	16	3	add
151	[BUG]  [BUGGY]  optionMap.put(selected,  true);  [CE]  illegal  start  of  expression  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]  optionMap.put(selected,  true);  [BUGGY]    [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	replace	optionMap.put(selected,  true);	}  	non-compiled	[CE]  illegal  start  of  expression	5	None	replace
153	[BUG]  [BUGGY]  this.optionMap.put(selected,  option);  [CE]  illegal  start  of  expression  [CONTEXT]    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  [BUGGY]  this.optionMap.put(selected,  option);  [BUGGY]    [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	106	106	3	replace	this.optionMap.put(selected,  option);	}  	non-compiled	[CE]  illegal  start  of  expression	5	None	replace
213	[BUG]  [BUGGY]  [FE]  NullPointerException  testOptionGroupLong  [CONTEXT]  public  String  getSelected()  {  [BUGGY]  return(this.selected  ==  null?  this.selected.toString()  :  selected);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	add	return(this.selected  ==  null?  this.selected.toString()  :  selected);	return  selected;  	compilable	  [FE]  NullPointerException  testOptionGroupLong	7	3
214	[BUG]  [BUGGY]  return(this.selected  ==  null?  this.selected.toString()  :  selected);  [FE]  NullPointerException  testOptionGroupLong  [CONTEXT]  public  String  getSelected()  {  [BUGGY]  return(this.selected  ==  null?  this.selected.toString()  :  selected);  [BUGGY]  }  [CLASS]  OptionGroup  [METHOD]  getSelected  [RETURN_TYPE]  String  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	113	113	3	replace	return(this.selected  ==  null?  this.selected.toString()  :  selected);	return  selected;  	compilable	  [FE]  NullPointerException  testOptionGroupLong	7	3	replace
241	[BUG]  [BUGGY]    OptionMap  optionMap  =(OptionGroup)optionMap.keySet();  [CE]  cannot  find  symbol  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    OptionMap  optionMap  =(OptionGroup)optionMap.keySet();  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    OptionMap  optionMap  =(OptionGroup)optionMap.keySet();		non-compiled	[CE]  cannot  find  symbol	18	None	add
242	[BUG]  [BUGGY]    final  Map  optionMap  =  getOptions();  [CE]  incompatible  types  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    final  Map  optionMap  =  getOptions();  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    final  Map  optionMap  =  getOptions();		non-compiled	[CE]  incompatible  types	18	None	add
243	[BUG]  [BUGGY]    optionMap  =(Map)optionMap.keySet();  [CE]  types  Collection  and  Map  are  incompatible;  both  define  remove(java.lang.Object),  but  with  unrelated  return  types  [CONTEXT]  public  Collection  getOptions()  {    [BUGGY]    optionMap  =(Map)optionMap.keySet();  [BUGGY]  return  optionMap.values();  }  [CLASS]  OptionGroup  [METHOD]  getOptions  [RETURN_TYPE]  Collection  [VARIABLES]  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	76	76	3	replace	    optionMap  =(Map)optionMap.keySet();		non-compiled	[CE]  types  Collection  and  Map  are  incompatible;  both  define  remove(java.lang.Object),  but  with  unrelated  return  types	18	None	add
271	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getKey(),  option.getValue());  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	add	    optionMap.put(option.getKey(),  option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	4	3
272	[BUG]  [BUGGY]    optionMap.put(option.getKey(),  option.getValue());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getKey(),  option.getValue());  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	    optionMap.put(option.getKey(),  option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	4	3	add
273	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getOpt(),  null);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	add	    optionMap.put(option.getOpt(),  null);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	4	3
274	[BUG]  [BUGGY]    optionMap.put(option.getOpt(),  null);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getOpt(),  null);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	    optionMap.put(option.getOpt(),  null);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	4	3	add
275	[BUG]  [BUGGY]    optionMap.put(option.getOpt(),  true);  [CE]  method  put  in  interface  Map  cannot  be  applied  to  given  types;  [CONTEXT]    selected  =  null;  return;  }    if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  [BUGGY]    optionMap.put(option.getOpt(),  true);  [BUGGY]  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	100	100	3	replace	    optionMap.put(option.getOpt(),  true);		non-compiled	[CE]  method  put  in  interface  Map  cannot  be  applied  to  given  types;	4	None	add
304	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    [BUGGY]  private  HashMap  optionMap  =  new  HashMap();  [BUGGY]    [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	add	private  HashMap  optionMap  =  new  HashMap();	private  Map  optionMap  =  new  HashMap();  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	11	3
305	[BUG]  [BUGGY]  private  HashMap  optionMap  =  new  HashMap();  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]    [BUGGY]  private  HashMap  optionMap  =  new  HashMap();  [BUGGY]    [CLASS]  OptionGroup  [VARIABLES]  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.5773502691896257	37	37	3	replace	private  HashMap  optionMap  =  new  HashMap();	private  Map  optionMap  =  new  HashMap();  	compilable	  [FE]  ComparisonFailure  testOptionGroupLong	11	3	replace
332	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    optionMap.put(option.getKey(),  selected);  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	add	    optionMap.put(option.getKey(),  selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	2	3
333	[BUG]  [BUGGY]    optionMap.put(option.getKey(),  selected);  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    optionMap.put(option.getKey(),  selected);  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    optionMap.put(option.getKey(),  selected);		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	2	3	add
333	[BUG]  [BUGGY]    optionMap.put(option.getKey(),  options.getValue());  [CE]  cannot  find  symbol  options  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    optionMap.put(option.getKey(),  options.getValue());  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    optionMap.put(option.getKey(),  options.getValue());		non-compiled	[CE]  cannot  find  symbol  options	2	None	add
334	[BUG]  [BUGGY]  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    optionMap.put(option.getKey(),  option.getValue());  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	add	    optionMap.put(option.getKey(),  option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	2	3
335	[BUG]  [BUGGY]    optionMap.put(option.getKey(),  option.getValue());  [FE]  ComparisonFailure  testOptionGroupLong  [CONTEXT]  if  (option  ==  null)  {  selected  =  null;  return;  }      [BUGGY]    optionMap.put(option.getKey(),  option.getValue());  [BUGGY]  if  (selected  ==  null  ||  selected.equals(option.getOpt()))  {  {  selected  =  option.getOpt();  }  else  {  throw  new  AlreadySelectedException(this,  option);  }  }  [CLASS]  OptionGroup  [METHOD]  setSelected  [RETURN_TYPE]  void  Option  option  [VARIABLES]  Option  option  boolean  required  String  selected  Map  optionMap  long  serialVersionUID  	projects/Cli27/src/java/org/apache/commons/cli/OptionGroup.java	0.7071067811865476	98	99	3	replace	    optionMap.put(option.getKey(),  option.getValue());		compilable	  [FE]  ComparisonFailure  testOptionGroupLong	2	3	add
