bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  timeout  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]  a  =  Math.max(a  +  1.0,  lowerBound);  [BUGGY]  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	add	a  =  Math.max(a  +  1.0,  lowerBound);	a  =  Math.max(a  -  1.0,  lowerBound);  	compilable	timeout	17	1
22	[BUG]  [BUGGY]    a  =  Math.max(a  +  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  timeout  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]    a  =  Math.max(a  +  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  [BUGGY]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	replace	    a  =  Math.max(a  +  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);		compilable	timeout	18	1	add
22	[BUG]  [BUGGY]  timeout  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  -  1.0,  upperBound);  [BUGGY]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	add	    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  -  1.0,  upperBound);		compilable	timeout	18	1
23	[BUG]  [BUGGY]    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  -  1.0,  upperBound);  timeout  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  -  1.0,  upperBound);  [BUGGY]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	replace	    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  -  1.0,  upperBound);		compilable	timeout	18	1	add
23	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testMath280  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  [BUGGY]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	add	    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);		compilable	  [FE]  AssertionFailedError  testMath280	18	1
24	[BUG]  [BUGGY]    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  [FE]  AssertionFailedError  testMath280  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  [BUGGY]  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	replace	    a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);		compilable	  [FE]  AssertionFailedError  testMath280	18	1	add
31	[BUG]  [BUGGY]  [FE]  MathException  testMath280  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  0  -  1;  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	add	int  numIterations  =  0  -  1;	int  numIterations  =  0  ;  	compilable	  [FE]  MathException  testMath280	15	1
32	[BUG]  [BUGGY]  int  numIterations  =  0  -  1;  [FE]  MathException  testMath280  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  0  -  1;  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	int  numIterations  =  0  -  1;	int  numIterations  =  0  ;  	compilable	  [FE]  MathException  testMath280	15	1	replace
33	[BUG]  [BUGGY]  [FE]  MathException  testMath280  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  1  ;  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	add	int  numIterations  =  1  ;	int  numIterations  =  0  ;  	compilable	  [FE]  MathException  testMath280	15	1
34	[BUG]  [BUGGY]  int  numIterations  =  1  ;  [FE]  MathException  testMath280  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  1  ;  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	int  numIterations  =  1  ;	int  numIterations  =  0  ;  	compilable	  [FE]  MathException  testMath280	15	1	replace
34	[BUG]  [BUGGY]  int  numIterations  =(initial  <  1.0?  lowerBound  :  upperBound);  [CE]  possible  loss  of  precision  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =(initial  <  1.0?  lowerBound  :  upperBound);  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	int  numIterations  =(initial  <  1.0?  lowerBound  :  upperBound);	int  numIterations  =  0  ;  	non-compiled	[CE]  possible  loss  of  precision	15	None	replace
35	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  numIterations  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]    [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	  	int  numIterations  =  0  ;  	non-compiled	[CE]  cannot  find  symbol  numIterations	15	None	replace
42	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testMath280  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +  1;  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	add	double  b  =  initial  +  1;	double  b  =  initial;  	compilable	  [FE]  AssertionFailedError  testMath280	13	1
43	[BUG]  [BUGGY]  double  b  =  initial  +  1;  [FE]  AssertionFailedError  testMath280  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +  1;  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	replace	double  b  =  initial  +  1;	double  b  =  initial;  	compilable	  [FE]  AssertionFailedError  testMath280	13	1	replace
45	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  b  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]    [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	replace	  	double  b  =  initial;  	non-compiled	[CE]  cannot  find  symbol  b	13	None	replace
51	[BUG]  [BUGGY]    Function  function  =  getFactory();  [CE]  cannot  find  symbol  [CONTEXT]  FunctionEvaluationException  {  [BUGGY]    Function  function  =  getFactory();  [BUGGY]  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	170	170	1	replace	    Function  function  =  getFactory();		non-compiled	[CE]  cannot  find  symbol	6	None	add
52	[BUG]  [BUGGY]    Function  function  =  getFunction(initial,  lowerBound,  upperBound);  [CE]  cannot  find  symbol  [CONTEXT]  FunctionEvaluationException  {  [BUGGY]    Function  function  =  getFunction(initial,  lowerBound,  upperBound);  [BUGGY]  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	170	170	1	replace	    Function  function  =  getFunction(initial,  lowerBound,  upperBound);		non-compiled	[CE]  cannot  find  symbol	6	None	add
53	[BUG]  [BUGGY]    Function  function  =  getFactory().getParameterTypes();  [CE]  cannot  find  symbol  [CONTEXT]  FunctionEvaluationException  {  [BUGGY]    Function  function  =  getFactory().getParameterTypes();  [BUGGY]  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	170	170	1	replace	    Function  function  =  getFactory().getParameterTypes();		non-compiled	[CE]  cannot  find  symbol	6	None	add
54	[BUG]  [BUGGY]    Function  function  =  getFunction(initial,  lowerBound,  initial,  upperBound);  [CE]  cannot  find  symbol  [CONTEXT]  FunctionEvaluationException  {  [BUGGY]    Function  function  =  getFunction(initial,  lowerBound,  initial,  upperBound);  [BUGGY]  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	170	170	1	replace	    Function  function  =  getFunction(initial,  lowerBound,  initial,  upperBound);		non-compiled	[CE]  cannot  find  symbol	6	None	add
