bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    result  +=  getCount(v);  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	add	    result  +=  getCount(v);		compilable	  [FE]  AssertionFailedError  testPcts	18	1
183	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(Long.toString(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	add	return  getPct(Long.toString(v));	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	3	1
184	[BUG]  [BUGGY]  return  getPct(Long.toString(v));  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(Long.toString(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	return  getPct(Long.toString(v));	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	3	1	replace
184	[BUG]  [BUGGY]  [FE]  StackOverflowError  testPcts  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(Long.valueOf(v)+  1);  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	add	return  getPct(Long.valueOf(v)+  1);	return  getPct(Long.valueOf(v));  	compilable	  [FE]  StackOverflowError  testPcts	3	1
185	[BUG]  [BUGGY]  return  getPct(Long.valueOf(v)+  1);  [FE]  StackOverflowError  testPcts  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]  return  getPct(Long.valueOf(v)+  1);  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	return  getPct(Long.valueOf(v)+  1);	return  getPct(Long.valueOf(v));  	compilable	  [FE]  StackOverflowError  testPcts	3	1	replace
201	[BUG]  [BUGGY]  //  v  is  comparable,  but  greater  than  the  last  value?  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  //  v  is  comparable,  but  greater  than  the  last  value?  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	//  v  is  comparable,  but  greater  than  the  last  value?	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
202	[BUG]  [BUGGY]  //  v  is  comparable,  but  greater  than  the  last  value  -  1;  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  //  v  is  comparable,  but  greater  than  the  last  value  -  1;  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	//  v  is  comparable,  but  greater  than  the  last  value  -  1;	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
203	[BUG]  [BUGGY]  return  getCumFreq();//  v  is  comparable,  but  greater  than  the  last  value?  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  return  getCumFreq();//  v  is  comparable,  but  greater  than  the  last  value?  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	return  getCumFreq();//  v  is  comparable,  but  greater  than  the  last  value?	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
204	[BUG]  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  -  1;  [CE]  illegal  start  of  expression  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  -  1;  [BUGGY]  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  -  1;	return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
262	[BUG]  [BUGGY]    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return  getCumPct((  Comparable  <?>)v);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return  getCumPct((  Comparable  <?>)v);  }  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return  getCumPct((  Comparable  <?>)v);  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
263	[BUG]  [BUGGY]    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return  getComparable((  Comparable  <?>)v);  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return  getComparable((  Comparable  <?>)v);  }  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return  getComparable((  Comparable  <?>)v);  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
264	[BUG]  [BUGGY]    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return(Comparable)v;  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return(Comparable)v;  }  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    if(v  instanceof  Comparable)  {  if(v  instanceof  Comparable)  {  return(Comparable)v;  }		non-compiled	[CE]  illegal  start  of  expression	2	None	add
265	[BUG]  [BUGGY]    Preconditions.checkArgument(v!=  null);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  double  getPct(Object  v)  {  [BUGGY]    Preconditions.checkArgument(v!=  null);  [BUGGY]  return  getCumPct((Comparable<?>)  v);  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Object  v  [VARIABLES]  Object  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	303	303	1	replace	    Preconditions.checkArgument(v!=  null);		non-compiled	[CE]  cannot  find  symbol  Preconditions	2	None	add
281	[BUG]  [BUGGY]    result  =  Math.max(result,  getPct(v));  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  =  Math.max(result,  getPct(v));  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  =  Math.max(result,  getPct(v));		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
282	[BUG]  [BUGGY]    Preconditions.checkNotNull(v);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    Preconditions.checkNotNull(v);  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    Preconditions.checkNotNull(v);		non-compiled	[CE]  cannot  find  symbol  Preconditions	4	None	add
283	[BUG]  [BUGGY]    System.arraycopy(freqTable,  getPct(v),  0,  sumFreq);  [CE]  cannot  find  symbol  sumFreq  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    System.arraycopy(freqTable,  getPct(v),  0,  sumFreq);  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    System.arraycopy(freqTable,  getPct(v),  0,  sumFreq);		non-compiled	[CE]  cannot  find  symbol  sumFreq	4	None	add
284	[BUG]  [BUGGY]    result  =  getSumFreq();  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  =  getSumFreq();  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  =  getSumFreq();		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
285	[BUG]  [BUGGY]    result  =  Math.max(result,  sumFreq);  [CE]  cannot  find  symbol  result  [CONTEXT]  public  double  getPct(long  v)  {  [BUGGY]    result  =  Math.max(result,  sumFreq);  [BUGGY]  return  getPct(Long.valueOf(v));  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  long  v  [VARIABLES]  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  boolean  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	1.0	342	342	1	replace	    result  =  Math.max(result,  sumFreq);		non-compiled	[CE]  cannot  find  symbol  result	4	None	add
301	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]  return  getPct(Long.toString(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	add	return  getPct(Long.toString(v));	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	5	1
302	[BUG]  [BUGGY]  return  getPct(Long.toString(v));  [FE]  AssertionFailedError  testPcts  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]  return  getPct(Long.toString(v));  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	return  getPct(Long.toString(v));	return  getPct(Long.valueOf(v));  	compilable	  [FE]  AssertionFailedError  testPcts	5	1	replace
302	[BUG]  [BUGGY]  return  getPct(Long.toString());  [CE]  non-static  method  toString()  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  double  getPct(int  v)  {  [BUGGY]  return  getPct(Long.toString());  [BUGGY]  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  int  v  [VARIABLES]  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  int  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.7071067811865475	331	331	1	replace	return  getPct(Long.toString());	return  getPct(Long.valueOf(v));  	non-compiled	[CE]  non-static  method  toString()  cannot  be  referenced  from  a  static  context	5	None	replace
322	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    result  =  getCount(freqTable.lastKey());  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	add	    result  =  getCount(freqTable.lastKey());		compilable	  [FE]  AssertionFailedError  testPcts	18	1
323	[BUG]  [BUGGY]    result  =  getCount(freqTable.lastKey());  [FE]  AssertionFailedError  testPcts  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    result  =  getCount(freqTable.lastKey());  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	    result  =  getCount(freqTable.lastKey());		compilable	  [FE]  AssertionFailedError  testPcts	18	1	add
323	[BUG]  [BUGGY]    result  +=  getCount(freqTable.lastIndex());  [CE]  cannot  find  symbol  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    result  +=  getCount(freqTable.lastIndex());  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	    result  +=  getCount(freqTable.lastIndex());		non-compiled	[CE]  cannot  find  symbol	18	None	add
324	[BUG]  [BUGGY]    long  result  =  freqTable.getLastKey();  [CE]  variable  result  is  already  defined  in  method  getCumFreq(Comparable<?>)  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    long  result  =  freqTable.getLastKey();  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	    long  result  =  freqTable.getLastKey();		non-compiled	[CE]  variable  result  is  already  defined  in  method  getCumFreq(Comparable<?>)	18	None	add
325	[BUG]  [BUGGY]    long  result  =  freqTable.lastKey();  [CE]  variable  result  is  already  defined  in  method  getCumFreq(Comparable<?>)  [CONTEXT]  }  }  catch  (ClassCastException  ex)  {  return  result;  //  v  is  not  comparable  }  if  (c.compare(v,  freqTable.firstKey())  <  0)  {  return  0;//  v  is  comparable,  but  less  than  first  value  }  if  (c.compare(v,  freqTable.lastKey())  >=  0)  {  [BUGGY]    long  result  =  freqTable.lastKey();  [BUGGY]  return  getSumFreq();//  v  is  comparable,  but  greater  than  the  last  value  }  }  Iterator<Comparable<?>>  values  =  valuesIterator();  while  (values.hasNext())  {  Comparable<?>  nextValue  =  values.next();  if  (c.compare(v,  nextValue)  >  0)  {  result  +=  getCount(nextValue);  }  else  {  return  result;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getCumFreq  [RETURN_TYPE]  long  Comparable<?>  v  [VARIABLES]  Comparable  nextValue  v  boolean  ClassCastException  ex  Long  value  Iterator  values  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  Comparator  c  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	408	409	1	replace	    long  result  =  freqTable.lastKey();		non-compiled	[CE]  variable  result  is  already  defined  in  method  getCumFreq(Comparable<?>)	18	None	add
341	[BUG]  [BUGGY]    System.arraycopy(sumFreq,  0,  v,  0,  sumFreq);  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    System.arraycopy(sumFreq,  0,  v,  0,  sumFreq);  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    System.arraycopy(sumFreq,  0,  v,  0,  sumFreq);		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	16	None	add
342	[BUG]  [BUGGY]    System.arraycopy(v,  0,  sumFreq,  getCount()  /(double)v);  [CE]  no  suitable  method  found  for  getCount()  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    System.arraycopy(v,  0,  sumFreq,  getCount()  /(double)v);  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    System.arraycopy(v,  0,  sumFreq,  getCount()  /(double)v);		non-compiled	[CE]  no  suitable  method  found  for  getCount()	16	None	add
343	[BUG]  [BUGGY]    System.arraycopy(v,  0,  sumFreq,  getCount());  [CE]  no  suitable  method  found  for  getCount()  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    System.arraycopy(v,  0,  sumFreq,  getCount());  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    System.arraycopy(v,  0,  sumFreq,  getCount());		non-compiled	[CE]  no  suitable  method  found  for  getCount()	16	None	add
344	[BUG]  [BUGGY]    System.arraycopy(sumFreq,  getCount(v));  [CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    System.arraycopy(sumFreq,  getCount(v));  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    System.arraycopy(sumFreq,  getCount(v));		non-compiled	[CE]  method  arraycopy  in  class  System  cannot  be  applied  to  given  types;	16	None	add
345	[BUG]  [BUGGY]    System.arraycopy(sumFreq,  0,  v,  getCount());  [CE]  no  suitable  method  found  for  getCount()  [CONTEXT]  public  double  getPct(Comparable<?>  v)  {  final  long  sumFreq  =  getSumFreq();  if  (sumFreq  ==  0)  {  return  Double.NaN;  }  [BUGGY]    System.arraycopy(sumFreq,  0,  v,  getCount());  [BUGGY]  return  (double)  getCount(v)  /  (double)  sumFreq;  }  [CLASS]  Frequency  NaturalComparator  [METHOD]  getPct  [RETURN_TYPE]  double  Comparable<?>  v  [VARIABLES]  Comparable  v  boolean  TreeMap  freqTable  long  result  serialVersionUID  sumFreq  v  	projects/Math75/src/main/java/org/apache/commons/math/stat/Frequency.java	0.5	320	320	1	replace	    System.arraycopy(sumFreq,  0,  v,  getCount());		non-compiled	[CE]  no  suitable  method  found  for  getCount()	16	None	add
