projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,originalName),isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName),n.getLastChild());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),n.getLastChild());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNKNOWN_EXTERNS_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,nameMap,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,nameMap,sourceName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNKNOWN_SYNTHETIC_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,isObjKey,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName,isObjKey,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,isObjKey,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,ref,n,UNKNOWN_EXTERN_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,INVALID_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNKNOWN_EXTERN_ERROR,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,DEFAULT_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNKNOWN_EXTERN_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,DEFAULT_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(n,ref,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(n,parent,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,ref,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,ref,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,n,DEFAULT_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNKNOWN_SYNTHETIC_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,nameMap,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,ref,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName,nameMap),NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430RefUtil.copyNameAnnotations(n.getFirstChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,DEFAULT_NAMESPACE_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,n,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_REDEFINED_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getFirstChild(),alias,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(alias.getFirstChild(),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(alias,parent.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getFirstChild(),n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNSAFE_THIS,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,ref,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),n);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(nameMap,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,parent);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),n);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName,n);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(label,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,originalName,parent));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(url,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_DECLARED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,ref,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,NAMESPACE_REDEFINED_WARNING,n,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,NAMESPACE_REDEFINED_WARNING,n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUNSAFE_THIS.copyNameAnnotations(n.getFirstChild(),alias,originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,NAMESPACE_REDEFINED_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,NAMESPACE_REDEFINED_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,parent,alias,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),n+1);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),n,NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,ref,n,UNKNOWN_SYNTHETIC_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNKNOWN_EXTERNS_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,ref,n,UNKNOWN_EXTERN_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNKNOWN_SIGNATURES,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,isObjKey,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,NAMESPACE_REDEFINED_WARNING,isObjKey,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,nameMap,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_ERROR,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNKNOWN_EXTERNS_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_EXTERNS_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(info,n,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(sourceName,ref,n,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,alias,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,NAMESPACE_REDEFINED_WARNING,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNSAFE_THIS,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(sourceName,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Reporter.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_ERROR,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref.next()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNSAFE_THIS,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,ref,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_THIS,originalName),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_THIS,nameName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(sourceName,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,ref,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(n,alias,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,UNSAFE_NAMESPACE_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,ref,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,originalName,UNSAFE_NAMESPACE_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,parent,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,ref,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,UNSAFE_NAMESPACE_WARNING,n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,UNSAFE_NAMESPACE_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getLastChild(),originalName,ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,DN,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,DN,UNKNOWN_EXTERN_INIT_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,DN,UNKNOWN_EXTERN_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref,n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,ref,n,UNKNOWN_SIGNATURES,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),ref);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430RefUtil.copyNameAnnotations(n.getLastChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getLastChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_WARNING,UNSAFE_THIS),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,UNSAFE_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);parent.replaceChild(parent,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430reportError(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(sourceName,n,UNSAFE_THIS,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,parent,UNSAFE_THIS,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNSAFE_THIS,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,UNKNOWN_SYNTHETIC));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,sourceName,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,sourceName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,nameMap.keySet()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(compiler,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430reportError(JSError.make(compiler,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(name,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_ERROR,originalName+")");
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNSAFE_DECLARED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(name,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,originalName,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,UNKNOWN_SYNTHETIC_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(label,n,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(name,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,initialized));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,parent,NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,UNSAFE_THIS,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,parent,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,alias,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_ERROR,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n,parent.getFirstChild(),alias,originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,DN,UNKNOWN_EXTERNS_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_DECLARED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(url,n,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,nameName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,alias,n,UNSAFE_THIS,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,UNKNOWN_SIGNATURES));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,globalNames));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,parent,UNSAFE_THIS,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName,isQName),NAMESPACE_REDEFINED_WARNING);
